relative_path,size_bytes,sha256
Assessment/Gate_A/B06_GATE_A_CASE_RC1.zip,14164,6717b9c76312911e7d1afc800e7a00d0d7ec05b8acf7cd92cd455e3c0540b2ff
Assessment/Gate_A/B06_GATE_A_RETAIL_ORDERS_RESPONSE_WORKBOOK_RC1.xlsx,22535,141ca98ad6c84124e2c6f92e9ed6afc4347357d510248025024720cf7618256a
Assessment/RETEST_ONLY_DO_NOT_OPEN/B06_GATE_B_CASE_RC1.zip,12353,b3c98b34ae1eb28d833b3dd9fd8a598aeb8170768ac869c99915303c659f0d0e
Assessment/RETEST_ONLY_DO_NOT_OPEN/B06_GATE_B_SUPPORT_TICKETS_RESPONSE_WORKBOOK_RC1.xlsx,22536,ccd0cc2c36a65fec69ab4a1486b2e825776ab085ce8c6cd9863fd50e922304fe
Assessment/RETEST_ONLY_DO_NOT_OPEN/B06_GATE_C_CASE_RC1.zip,11973,78533e8d0e933979d85fb011f47d4b04cbc02c009bedede4f1c30b5428f03ef2
Assessment/RETEST_ONLY_DO_NOT_OPEN/B06_GATE_C_SUBSCRIPTION_BILLING_RESPONSE_WORKBOOK_RC1.xlsx,22562,9f945ec261d6e1a7f5dacd04bc29b6d2e36467bc803b84f4fcbb467c5aa4d041
Assessment/Remediation/B06_TARGETED_REMEDIATION_CARDS_RC1.pdf,4064,f9b019a6929392caa4c2f5596108f7f7fbcc5784f177ffbda1ebe9156142cf58
Assessment/Reviews/B06_GATE_A_REVIEW_PROTECTED_RC1.pdf,3168,af2416fa32187cc3bb0a1e261f22c91037dab454fd8de53af0062a1a5d0074e9
Assessment/Reviews/B06_GATE_B_REVIEW_PROTECTED_RC1.pdf,3177,004483ba3ec6fdc7f64383015399a3d80390830e1661cfdcf182b02552882fee
Assessment/Reviews/B06_GATE_C_REVIEW_PROTECTED_RC1.pdf,3205,3c9afbe2120d4dda23eb6707470aa1ef00196f1542c7382d9c3a511819e614f1
Assessment/Reviews/B06_GATE_EXPECTED_CONTROLS_PROTECTED_RC1.json,1147,c9c6b9caa9befb634d39c4cbf591f7be1aac1ca05f305bf4719b388bbba7fca7
B06_ARTIFACT_TOOL_WORKBOOK_QA_RC1.json,3223,1ac48c32b242708bdacb65e23992a604033ac3c56148fafc9d87a46f97fcecc3
B06_BRIDGE_CAPSTONE_C3_ENTRY_LEARNER_BOOK_RC1.pdf,19230,e7d29f9b81e064cfb48d1135d417aa6e440b3168fbe6698a356c62075d876799
B06_BRIDGE_EVIDENCE_CROSSWALK_RC1.csv,770,56f8aadf5064e478dca10d6c209eed4057fe3764fe09eecd8bf112409361381d
B06_C3_ENTRY_FLOORS_RC1.csv,646,a5aef89be96bfa70143c0e7d34a120ce34b7cefbd475bf972a32dbee1abe2b42
B06_C3_ENTRY_READINESS_SCORECARD_RC1.xlsx,9462,7629972a0a57b2a4eef70037adc7830c07d3acce42388e87aba942d0bd620c98
B06_CANONICAL_SPEC_RC1.json,1079,7aaf55bcd45cbb298828d1f18aad91d4179e6a1be696f50705fb429effd57ea3
B06_CAPSTONE_EVIDENCE_WORKBOOK_RC1.xlsx,24588,83fa0041127a88bb9a7522fdf97375eb2ab90f33e5b44e9b938caa86ae6d8891
B06_CAPSTONE_PRACTICE_REVIEW_PROTECTED_RC1.pdf,5361,d95bdd026d2c82ddf5cca48d429aef3f02293d027136721e0ee86e021678f43c
B06_FINAL_GATE_RULES_RC1.pdf,3678,e2a2df3ab86a7ed5c6c5db0c93e04a29d9e74be1a5d2d507fe76fb354a37cff7
B06_GATE_CONTROL_RECOMPUTE_RC1.json,4475,88cbdfeeb8f704df572480fa57ddc6f1f0cd9fab549cff7ba5c899e6b5826f92
B06_INTEGRATED_CAPSTONE_BRIEF_RC1.pdf,6392,928a2aab680b65a837e6c04416add90309de15e42f4615071776c30bbd010e41
B06_MODULE_QA_RC1.json,21534,c2d75cb2ca2d949374e9723e4d35b45338508a663b974309c3be9f2330554e80
